Index,CrashID,Role,Gender,Age,Age_Aggregate,County,Date,Day,Month,Time,Injured,Deaths,Latitude,Longitude,Weather,Speed_Limit,Road_Type,Road_Name,Injury_Status,Cause
214,902995599,Driver,M,15-24Years,['15-24Years'],97,09/09/2017,SATURDAY,SEP,09:05:00 PM,0,1,39.83067,-86.26541999999999,1.0,30.0,TwoLanes(TwoWay),NVINEWOODAVE,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
215,902888947,Driver,M,25-34Years,['25-34Years'],97,03/09/2017,THURSDAY,MAR,05:10:00 PM,1,1,39.833472,-86.211712,2.0,40.0,TwoLanes(TwoWay),KESSLERBOULEVARDNDRSYLVANRD,Fatal,LEFTOFCENTER
216,902884279,Driver,M,15-24Years,['15-24Years'],97,03/03/2017,FRIDAY,MAR,11:46:00 PM,0,1,39.66044132,-86.29961049,1.0,30.0,TwoLanes(OneWay),CAMBYRDREYNOLDSRD,Fatal,RANOFFROAD
217,902873498,Driver,M,45-54Years,['45-54Years'],97,02/11/2017,SATURDAY,FEB,05:08:00 PM,0,1,39.77993635,-86.04042477,1.0,30.0,Multi-LaneUndivided(TwoWay),10THSTSHORTRIDGERD,Fatal,RANOFFROAD
218,903019661,Driver,M,35-44Years,['35-44Years'],97,09/30/2017,SATURDAY,SEP,04:50:00 PM,0,1,39.8006,-86.12908,1.0,10.0,PrivateDrive,EAST23RDST,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
219,902939871,Driver,M,45-54Years,['45-54Years'],97,06/01/2017,THURSDAY,JUN,09:36:00 PM,0,1,39.84366,-86.24165,1.0,40.0,Multi-LaneDivided3ormore(TwoWay),CLARKSONDRGEORGTOWNRD,Fatal,FAILURETOYIELDRIGHTOFWAY
220,902867275,Driver,M,55-64Years,['55-64Years'],97,01/22/2017,SUNDAY,JAN,03:11:00 PM,0,1,39.862256,-86.163888,1.0,35.0,Multi-LaneUndivided(TwoWay),KESSLERBLVDWDRSUNSETLN,Fatal,OVERCORRECTING/OVERSTEERING
221,903099553,Driver,F,45-54Years,['45-54Years'],97,12/31/2017,SUNDAY,DEC,08:23:00 PM,0,1,39.66088554,-86.08554623,2.0,20.0,TwoLanes(TwoWay),MCFARLANDBLVDSUNSCAPECIR,Fatal,RANOFFROAD
222,902948326,Driver,M,>=85Years,['>=85Years'],97,06/21/2017,WEDNESDAY,JUN,12:34:00 PM,1,1,39.78184,-86.016176,2.0,30.0,TwoLanes(TwoWay),10THSTGIBSONAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
223,903250987,Driver,F,55-64Years,['55-64Years'],97,10/26/2018,FRIDAY,OCT,01:17:00 AM,0,1,39.754208,-86.101664,2.0,35.0,Multi-LaneDivided3ormore(TwoWay),SHERMANDRSOUTHEASTERNAVE,Fatal,DISREGARDSIGNAL/REGSIGN
224,903175662,Driver,M,55-64Years,['55-64Years'],97,06/22/2018,FRIDAY,JUN,04:55:00 AM,1,1,39.703359999999996,-86.082288,1.0,40.0,Multi-LaneDivided3ormore(TwoWay),EMERSONAVEI465E,Fatal,RANOFFROAD
225,903246498,Driver,M,55-64Years,['55-64Years'],97,10/18/2018,THURSDAY,OCT,12:39:00 AM,1,1,39.781648,-86.057376,1.0,30.0,TwoLanes(TwoWay),10THSTRIDGEVIEWDR,Fatal,FAILURETOYIELDRIGHTOFWAY
226,903123446,Injured,F,>=85Years,"['>=85Years', '55-64Years']",97,03/24/2018,SATURDAY,MAR,12:45:00 PM,1,2,39.791824,-86.25076800000001,4.0,40.0,Multi-LaneUndivided(TwoWay),CRAWFORDSVILLERDLYNHURSTDR,Fatal,DISREGARDSIGNAL/REGSIGN
227,903123446,Driver,F,55-64Years,"['>=85Years', '55-64Years']",97,03/24/2018,SATURDAY,MAR,12:45:00 PM,1,2,39.791824,-86.25076800000001,4.0,40.0,Multi-LaneUndivided(TwoWay),CRAWFORDSVILLERDLYNHURSTDR,Fatal,DISREGARDSIGNAL/REGSIGN
228,903228780,Injured,F,25-34Years,"['25-34Years', '15-24Years']",97,09/19/2018,WEDNESDAY,SEP,12:30:00 AM,0,2,39.84148,-85.97225,1.0,50.0,TwoLanes(TwoWay),46THSTGERMANCHURCHRD,Fatal,UNSAFESPEED
229,903077272,Driver,M,45-54Years,['45-54Years'],97,01/03/2018,WEDNESDAY,JAN,02:43:00 PM,2,1,39.888752000000004,-86.211584,4.0,35.0,nan,71STSTMICHIGANRD,Fatal,LEFTOFCENTER
230,903108522,Injured,M,5-14Years,"['5-14Years', '15-24Years']",97,02/25/2018,SUNDAY,FEB,03:02:00 PM,1,2,39.73410153,-86.31009508,1.0,45.0,Multi-LaneUndivided(TwoWay),DANBURYDRWASHINGTONST,Fatal,LEFTOFCENTER
231,903108522,Driver,F,15-24Years,"['5-14Years', '15-24Years']",97,02/25/2018,SUNDAY,FEB,03:02:00 PM,1,2,39.73410153,-86.31009508,1.0,45.0,Multi-LaneUndivided(TwoWay),DANBURYDRWASHINGTONST,Fatal,LEFTOFCENTER
232,903211257,Injured,M,15-24Years,['15-24Years'],97,08/28/2018,TUESDAY,AUG,01:25:00 PM,1,1,39.81141453,-85.99554235,1.0,40.0,TwoLanes(TwoWay),30THSTGUINEVEREDR,Fatal,OVERCORRECTING/OVERSTEERING
233,903179537,Driver,M,15-24Years,['15-24Years'],97,05/26/2018,SATURDAY,MAY,11:34:00 PM,2,2,39.71361861,-86.14871757,1.0,40.0,Multi-LaneUndivided2-wayleft(TwoWay),EASTSTNORTONAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
234,903253683,Injured,F,35-44Years,"['35-44Years', '35-44Years', '35-44Years']",97,10/26/2018,FRIDAY,OCT,11:03:00 AM,0,3,39.95101888,-86.03313999,3.0,30.0,TwoLanes(TwoWay),BOYSCOUTRDFALLCREEKRD,Fatal,OVERCORRECTING/OVERSTEERING
235,903253683,Injured,F,35-44Years,"['35-44Years', '35-44Years', '35-44Years']",97,10/26/2018,FRIDAY,OCT,11:03:00 AM,0,3,39.95101888,-86.03313999,3.0,30.0,TwoLanes(TwoWay),BOYSCOUTRDFALLCREEKRD,Fatal,OVERCORRECTING/OVERSTEERING
236,903253683,Driver,M,35-44Years,"['35-44Years', '35-44Years', '35-44Years']",97,10/26/2018,FRIDAY,OCT,11:03:00 AM,0,3,39.95101888,-86.03313999,3.0,30.0,TwoLanes(TwoWay),BOYSCOUTRDFALLCREEKRD,Fatal,OVERCORRECTING/OVERSTEERING
237,903257655,Driver,M,55-64Years,['55-64Years'],97,11/10/2018,SATURDAY,NOV,11:30:00 PM,1,1,39.80801149,-86.27525981,1.0,55.0,nan,I465S16.0,Fatal,FOLLOWINGTOOCLOSELY
238,903284578,Driver,M,35-44Years,['35-44Years'],57,12/20/2018,THURSDAY,DEC,10:15:00 PM,0,1,39.94748896,-86.0145504,3.0,65.0,nan,I69S204.2,Fatal,IMPROPERLANEUSAGE
239,903189132,Injured,M,25-34Years,['25-34Years'],97,07/21/2018,SATURDAY,JUL,11:34:00 PM,3,1,39.91721272,-86.0367104,1.0,55.0,nan,I69S201.8,Fatal,UNSAFESPEED
240,903195461,Injured,F,45-54Years,['45-54Years'],97,07/11/2018,WEDNESDAY,JUL,05:20:00 AM,1,1,39.70608972,-86.28623247,1.0,55.0,nan,I70W71.6,Fatal,UNSAFELANEMOVEMENT
241,903149183,Driver,M,25-34Years,['25-34Years'],97,05/12/2018,SATURDAY,MAY,05:57:00 AM,0,1,39.7025643,-86.1136213,1.0,55.0,nan,I465W0.3,Fatal,ANIMAL/OBJECTINROADWAY
242,903135487,Driver,M,55-64Years,"['55-64Years', '45-54Years']",57,04/19/2018,THURSDAY,APR,09:07:00 AM,2,2,40.041824,-86.22167472,2.0,45.0,TwoLanes(TwoWay),MULEBARNRDSR32W,Fatal,LEFTOFCENTER
243,903135487,Injured,F,45-54Years,"['55-64Years', '45-54Years']",57,04/19/2018,THURSDAY,APR,09:07:00 AM,2,2,40.041824,-86.22167472,2.0,45.0,TwoLanes(TwoWay),MULEBARNRDSR32W,Fatal,LEFTOFCENTER
244,903239038,Driver,M,35-44Years,"['35-44Years', '55-64Years']",57,10/14/2018,SUNDAY,OCT,10:20:00 PM,1,2,40.0416869,-86.23577799,1.0,55.0,TwoLanes(TwoWay),HAMILTONBOONECOUNTYLINERDSR32W,Fatal,IMPROPERTURNING
245,903239038,Injured,M,55-64Years,"['35-44Years', '55-64Years']",57,10/14/2018,SUNDAY,OCT,10:20:00 PM,1,2,40.0416869,-86.23577799,1.0,55.0,TwoLanes(TwoWay),HAMILTONBOONECOUNTYLINERDSR32W,Fatal,IMPROPERTURNING
246,903077274,Injured,F,25-34Years,['25-34Years'],97,01/07/2018,SUNDAY,JAN,04:10:00 AM,1,1,39.77944,-86.270288,2.0,35.0,nan,10THSTI465S,Fatal,UNSAFESPEED
247,903107382,Injured,F,75-84Years,['75-84Years'],97,02/24/2018,SATURDAY,FEB,06:04:00 PM,1,1,39.912445,-86.15786999999999,2.0,40.0,Multi-LaneDivided3ormore(TwoWay),86THSTMERIDIANST,Fatal,LEFTOFCENTER
248,903123453,Injured,F,15-24Years,['15-24Years'],97,03/22/2018,THURSDAY,MAR,06:58:00 AM,2,1,39.845136,-86.12191999999999,1.0,40.0,Multi-LaneDivided3ormore(TwoWay),51STSTKEYSTONEAVE,Fatal,OVERCORRECTING/OVERSTEERING
249,903299719,Injured,M,35-44Years,['35-44Years'],97,12/22/2018,SATURDAY,DEC,09:28:00 PM,1,1,39.8989695,-86.12678988,1.0,30.0,TwoLanes(TwoWay),78THSTLINCOLNBLVD,Fatal,RANOFFROAD
250,903141850,Driver,M,35-44Years,['35-44Years'],97,03/09/2018,FRIDAY,MAR,04:12:00 PM,0,1,39.89007314,-86.206195,1.0,40.0,Multi-LaneUndivided(TwoWay),KENTUCKYAVEWARMANAVE,Fatal,IMPROPERLANEUSAGE
251,903141430,Driver,M,45-54Years,['45-54Years'],97,04/27/2018,FRIDAY,APR,09:50:00 PM,0,1,39.686616799999996,-86.27977109999999,1.0,55.0,Multi-LaneDivided3ormore(TwoWay),KENTUCKYAVESTIRLINGPOINTEDR,Fatal,FOLLOWINGTOOCLOSELY
252,903278171,Driver,F,65-74Years,['65-74Years'],97,12/04/2018,TUESDAY,DEC,12:30:00 PM,1,1,39.736768,-86.196208,1.0,45.0,Multi-LaneDivided3ormore(TwoWay),BELMONTSTKENTUCKYAVE,Fatal,DISREGARDSIGNAL/REGSIGN
253,903286119,Injured,M,15-24Years,['15-24Years'],97,12/09/2018,SUNDAY,DEC,05:01:00 PM,3,1,39.853136,-86.239696,1.0,40.0,Multi-LaneDivided3ormore(TwoWay),56THSTGEORGETOWNRD,Fatal,OVERCORRECTING/OVERSTEERING
254,903184016,Driver,F,65-74Years,['65-74Years'],97,07/03/2018,TUESDAY,JUL,02:34:00 PM,0,1,39.764608,-86.26009599999999,1.0,35.0,Multi-LaneDivided3ormore(TwoWay),MICKLEYAVEROCKVILLERD,Fatal,FOLLOWINGTOOCLOSELY
255,903173972,Injured,M,1-4Years,['1-4Years'],97,06/22/2018,FRIDAY,JUN,07:31:00 PM,1,1,39.76844986,-86.30806509,2.0,35.0,TwoLanes(TwoWay),COUNTRYCLUBRDMEGANWOODDR,Fatal,RANOFFROAD
256,903094402,Driver,M,25-34Years,"['25-34Years', '35-44Years']",97,02/04/2018,SUNDAY,FEB,02:56:00 AM,2,2,39.84024,-86.03288,1.0,45.0,TwoLanes(TwoWay),E46THSTPAYTONAVE,Fatal,UNSAFESPEED
257,903223708,Injured,F,>=85Years,['>=85Years'],97,09/14/2018,FRIDAY,SEP,11:49:00 AM,2,1,39.68132585,-86.26170115,1.0,35.0,TwoLanes(TwoWay),FURNASRD,Fatal,RANOFFROAD
258,903175664,Injured,F,35-44Years,['35-44Years'],97,06/24/2018,SUNDAY,JUN,08:11:00 PM,1,1,39.812447999999996,-86.219984,1.0,35.0,TwoLanes(TwoWay),32NDSTGUIONRD,Fatal,RANOFFROAD
259,903260254,Injured,F,75-84Years,"['75-84Years', '75-84Years']",57,11/12/2018,MONDAY,NOV,10:41:00 AM,0,2,39.94711179,-86.18408926,2.0,40.0,TwoLanes(TwoWay),DITCHRDPRESTONTRL,Fatal,RANOFFROAD
260,903137052,Injured,M,25-34Years,['25-34Years'],97,04/04/2018,WEDNESDAY,APR,07:14:00 PM,5,1,39.757855,-86.063755,1.0,35.0,Multi-LaneUndivided(TwoWay),ARLINGTONAVEBROOKVILLERD,Fatal,UNSAFESPEED
261,903123266,Driver,M,25-34Years,['25-34Years'],97,03/26/2018,MONDAY,MAR,10:47:00 AM,0,1,39.85008,-86.16158399999999,2.0,30.0,TwoLanes(TwoWay),54THSTCAPITOLAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
262,903235421,Injured,M,55-64Years,['55-64Years'],57,10/03/2018,WEDNESDAY,OCT,01:57:00 PM,0,1,40.00157653,-85.9363936,1.0,15.0,PrivateDrive,E146THST,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
263,903180826,Injured,M,35-44Years,['35-44Years'],97,06/29/2018,FRIDAY,JUN,10:59:00 PM,2,1,39.797536,-86.18751999999999,1.0,30.0,Multi-LaneUndivided(TwoWay),22NDSTHARDINGST,Fatal,RANOFFROAD
264,903260561,Driver,M,65-74Years,['65-74Years'],97,11/01/2018,THURSDAY,NOV,01:45:00 PM,1,1,39.649440000000006,-86.167792,2.0,25.0,TwoLanes(TwoWay),RAHKERDSTOP11RD,Fatal,DISREGARDSIGNAL/REGSIGN
265,903231859,Driver,M,45-54Years,['45-54Years'],97,09/22/2018,SATURDAY,SEP,06:13:00 AM,0,1,39.635344,-86.126688,1.0,45.0,Multi-LaneDivided3ormore(TwoWay),COUNTYLINERDUS31S,Fatal,FAILURETOYIELDRIGHTOFWAY
266,903202997,Driver,M,55-64Years,['55-64Years'],97,08/10/2018,FRIDAY,AUG,04:05:00 PM,0,1,39.90456068,-86.04605278,1.0,55.0,nan,I69S200.8,Fatal,DRIVERILLNESS
267,903115565,Driver,F,>=85Years,"['>=85Years', '>=85Years']",97,03/08/2018,THURSDAY,MAR,10:03:00 AM,0,1,39.695248,-86.04448000000001,1.0,35.0,TwoLanes(TwoWay),FIVEPOINTSRDTHOMPSONRD,Fatal,DRIVERILLNESS
268,903115565,Driver,F,>=85Years,"['>=85Years', '>=85Years']",97,03/08/2018,THURSDAY,MAR,10:03:00 AM,0,1,39.695248,-86.04448000000001,1.0,35.0,TwoLanes(TwoWay),FIVEPOINTSRDTHOMPSONRD,Fatal,DRIVERILLNESS
269,903182742,Driver,M,45-54Years,['45-54Years'],97,07/06/2018,FRIDAY,JUL,06:04:00 AM,0,1,39.75373352,-86.16054991,1.0,40.0,OneLane(OneWay),I70E,Fatal,RANOFFROAD
270,903226709,Driver,M,25-34Years,['25-34Years'],97,05/28/2018,MONDAY,MAY,08:48:00 AM,0,1,39.77167186,-86.04950236,1.0,40.0,Multi-LaneDivided3ormore(TwoWay),EDMONDSONAVEWASHINGTONST,Fatal,UNSAFESPEED
271,903246626,Driver,M,25-34Years,['25-34Years'],97,10/24/2018,WEDNESDAY,OCT,01:37:00 PM,1,1,39.74995432,-86.23226485,1.0,50.0,nan,I70E76.1,Fatal,UNSAFELANEMOVEMENT
272,903146310,Driver,M,65-74Years,['65-74Years'],97,05/04/2018,FRIDAY,MAY,09:45:00 AM,0,1,39.700225,-86.25870979,1.0,30.0,nan,I465E8.3,Fatal,UNSAFESPEED
273,903076499,Driver,F,15-24Years,['15-24Years'],57,01/04/2018,THURSDAY,JAN,05:40:00 AM,0,1,39.93028752,-86.14959959999999,2.0,55.0,nan,I465E31.1,Fatal,WRONGWAYONONEWAY
274,903153959,Driver,M,65-74Years,['65-74Years'],97,05/11/2018,FRIDAY,MAY,04:05:00 PM,0,1,39.70006366,-86.17047085,1.0,55.0,nan,I465E3.4,Fatal,FOLLOWINGTOOCLOSELY
275,903264221,Driver,M,45-54Years,['45-54Years'],97,11/19/2018,MONDAY,NOV,11:27:00 PM,0,1,39.80415707,-86.27517857,1.0,55.0,nan,I465S15.7,Fatal,FOLLOWINGTOOCLOSELY
276,903202569,Driver,F,25-34Years,['25-34Years'],97,07/27/2018,FRIDAY,JUL,05:27:00 PM,2,1,39.781456,-86.0832,1.0,35.0,Multi-LaneUndivided(TwoWay),10THSTEMERSONAVE,Fatal,IMPROPERPASSING
277,903264480,Driver,M,65-74Years,['65-74Years'],97,11/03/2018,SATURDAY,NOV,02:02:00 AM,0,1,39.80752606,-86.27894409,1.0,45.0,TwoLanes(OneWay),I74E,Fatal,UNSAFELANEMOVEMENT
278,903160956,Driver,M,45-54Years,['45-54Years'],97,05/23/2018,WEDNESDAY,MAY,02:28:00 AM,0,1,39.825744,-86.075136,1.0,40.0,nan,38THSTWHITTIERPL,Fatal,RANOFFROAD
279,903282073,Driver,M,35-44Years,['35-44Years'],97,12/02/2018,SUNDAY,DEC,03:19:00 AM,0,1,39.825776,-86.07848,1.0,35.0,Multi-LaneUndivided(TwoWay),38THSTHAWTHORNELN,Fatal,OVERCORRECTING/OVERSTEERING
280,903230338,Driver,M,55-64Years,['55-64Years'],97,09/21/2018,FRIDAY,SEP,10:56:00 AM,1,1,39.68182676,-86.13272316,1.0,35.0,nan,GILBERTAVEMADISONAVE,Fatal,LEFTOFCENTER
281,903105880,Driver,M,15-24Years,['15-24Years'],97,02/20/2018,TUESDAY,FEB,03:13:00 AM,0,1,39.78901689,-86.19517613,2.0,35.0,Multi-LaneUndivided(TwoWay),16THSTWATERWAYBLVD,Fatal,UNSAFESPEED
282,903218355,Driver,M,35-44Years,['35-44Years'],97,09/09/2018,SUNDAY,SEP,11:39:00 PM,2,1,39.614239500000004,-86.10221999999999,3.0,40.0,TwoLanes(TwoWay),SHERMANDRSOUTHPORTRD,Fatal,UNSAFESPEED
283,903227017,Driver,M,35-44Years,['35-44Years'],97,09/14/2018,FRIDAY,SEP,12:53:00 PM,0,1,39.698496,-86.26518399999999,1.0,45.0,Multi-LaneDivided3ormore(TwoWay),KENTUCKYAVENORCROFTDR,Fatal,FAILURETOYIELDRIGHTOFWAY
284,903209563,Driver,M,45-54Years,['45-54Years'],97,08/23/2018,THURSDAY,AUG,09:06:00 PM,0,1,39.81832,-86.04561600000001,1.0,45.0,Multi-LaneUndivided(TwoWay),34THSTSHADELANDAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
285,903088011,Driver,F,35-44Years,['35-44Years'],97,01/23/2018,TUESDAY,JAN,05:16:00 PM,0,1,39.66879274,-86.06348977,3.0,40.0,TwoLanes(TwoWay),ARLINGTONAVESOUTHPORTRD,Fatal,LEFTOFCENTER
286,903204331,Driver,M,45-54Years,['45-54Years'],97,07/25/2018,WEDNESDAY,JUL,05:27:00 AM,0,1,39.798144,-86.06424,1.0,35.0,Multi-LaneUndivided(TwoWay),ARLINGTONAVEWINDSORDR,Fatal,RANOFFROAD
287,903235674,Driver,F,25-34Years,['25-34Years'],97,09/29/2018,SATURDAY,SEP,06:52:00 PM,2,1,39.83995745,-86.09790603,1.0,45.0,Multi-LaneUndivided(TwoWay),46THSTFORESTMANORAVE,Fatal,LEFTOFCENTER
288,903151643,Driver,M,35-44Years,['35-44Years'],97,05/12/2018,SATURDAY,MAY,02:46:00 AM,0,1,39.804096,-86.161312,1.0,35.0,Multi-Lanes(OneWay),26THSTCAPITOLAVE,Fatal,RANOFFROAD
289,903207078,Driver,M,25-34Years,['25-34Years'],97,08/18/2018,SATURDAY,AUG,02:14:00 PM,0,1,39.89672,-86.24098000000001,1.0,40.0,Multi-LaneUndivided(TwoWay),79THSTGEORGETOWNRD,Fatal,UNSAFELANEMOVEMENT
290,903070595,Driver,M,55-64Years,['55-64Years'],97,01/01/2018,MONDAY,JAN,06:00:00 AM,0,1,39.85864,-86.004784,1.0,30.0,TwoLanes(TwoWay),EMAINSTHAWKINSRD,Fatal,RANOFFROAD
291,903104450,Driver,F,25-34Years,['25-34Years'],97,01/13/2018,SATURDAY,JAN,11:00:00 PM,0,1,39.650144,-86.11613395,1.0,35.0,Multi-LaneDivided3ormore(TwoWay),CROSSGATELNSTOP11RD,Fatal,RANOFFROAD
292,903209554,Driver,M,25-34Years,['25-34Years'],97,08/22/2018,WEDNESDAY,AUG,09:56:00 PM,0,1,39.69484653,-86.26946458,1.0,20.0,TwoLanes(TwoWay),HIGHSCHOOLRDKENTUCKYAVE,Fatal,RANOFFROAD
293,903160957,Driver,M,55-64Years,['55-64Years'],97,05/25/2018,FRIDAY,MAY,08:41:00 PM,1,1,39.832848,-86.08208,1.0,30.0,TwoLanes(TwoWay),42NDSTGRANDAVE,Fatal,RANOFFROAD
294,903249681,Driver,M,25-34Years,['25-34Years'],97,10/11/2018,THURSDAY,OCT,04:28:00 AM,0,1,39.79379724,-86.326688,1.0,35.0,TwoLanes(TwoWay),21STSTRACEWAYRD,Fatal,OVERCORRECTING/OVERSTEERING
295,903096629,Driver,M,45-54Years,['45-54Years'],97,02/07/2018,WEDNESDAY,FEB,12:35:00 PM,0,1,39.76886155,-86.30808364,2.0,40.0,TwoLanes(TwoWay),COUNTRYCLUBRDMEGANWOODDR,Fatal,RANOFFROAD
296,903194487,Driver,M,25-34Years,['25-34Years'],97,07/02/2018,MONDAY,JUL,12:23:00 AM,0,1,39.69949849,-86.24106538,1.0,30.0,TwoLanes(TwoWay),MANNRDSUPERIORRD,Fatal,RANOFFROAD
297,903174508,Driver,M,45-54Years,['45-54Years'],97,04/13/2018,FRIDAY,APR,01:53:00 AM,0,1,39.84104,-85.972176,1.0,45.0,TwoLanes(TwoWay),46THSTGERMANCHURCHRD,Fatal,RANOFFROAD
298,903228780,Driver,M,15-24Years,"['25-34Years', '15-24Years']",97,09/19/2018,WEDNESDAY,SEP,12:30:00 AM,0,2,39.84148,-85.97225,1.0,50.0,TwoLanes(TwoWay),46THSTGERMANCHURCHRD,Fatal,UNSAFESPEED
299,903260254,Driver,M,75-84Years,"['75-84Years', '75-84Years']",57,11/12/2018,MONDAY,NOV,10:41:00 AM,0,2,39.94711179,-86.18408926,2.0,40.0,TwoLanes(TwoWay),DITCHRDPRESTONTRL,Fatal,RANOFFROAD
300,903108047,Driver,M,25-34Years,['25-34Years'],57,02/25/2018,SUNDAY,FEB,08:44:00 PM,1,1,39.92688,-86.11922708,1.0,35.0,TwoLanes(TwoWay),E96THSTWILDCHERRYLN,Fatal,UNSAFESPEED
301,903115564,Driver,F,65-74Years,['65-74Years'],57,02/27/2018,TUESDAY,FEB,04:30:00 AM,0,1,40.00230169,-86.10858815,1.0,10.0,PrivateDrive,CAREYRD,Fatal,RANOFFROAD
302,903094402,Driver,M,35-44Years,"['25-34Years', '35-44Years']",97,02/04/2018,SUNDAY,FEB,02:56:00 AM,2,2,39.84024,-86.03288,1.0,45.0,TwoLanes(TwoWay),E46THSTPAYTONAVE,Fatal,UNSAFESPEED
303,903262604,Driver,M,45-54Years,['45-54Years'],97,11/18/2018,SUNDAY,NOV,05:50:00 AM,0,1,39.90154928,-85.97277479,1.0,35.0,TwoLanes(TwoWay),FOXRDPENNYCROFTRD,Fatal,SPEEDTOOFASTFORWEATHERCONDITIONS
304,903185473,Driver,M,45-54Years,['45-54Years'],97,07/15/2018,SUNDAY,JUL,07:57:00 PM,0,1,39.74623345,-86.06719968,1.0,30.0,TwoLanes(TwoWay),ARLINGTONAVEMINNESOTAST,Fatal,RANOFFROAD
305,903285364,Driver,M,15-24Years,['15-24Years'],57,12/21/2018,FRIDAY,DEC,10:39:00 PM,1,1,40.12798,-85.96311999999999,2.0,50.0,TwoLanes(TwoWay),JOYCEAVESTRAWTOWNRD,Fatal,RANOFFROAD
306,903285668,Driver,M,15-24Years,['15-24Years'],97,12/21/2018,FRIDAY,DEC,10:25:00 AM,0,1,39.83435,-85.98772,1.0,35.0,Multi-LaneDivided3ormore(TwoWay),ARISTOCRATLNPINENEEDLECT,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
307,903299700,Driver,M,15-24Years,['15-24Years'],97,10/21/2018,SUNDAY,OCT,08:58:00 PM,0,1,39.86368,-86.17390400000001,1.0,35.0,TwoLanes(TwoWay),FOXHILLDRHOOVERRD,Fatal,RANOFFROAD
308,903194885,Driver,M,35-44Years,['35-44Years'],57,08/02/2018,THURSDAY,AUG,02:39:00 AM,1,1,40.05669422,-85.88960077,1.0,50.0,TwoLanes(TwoWay),CYNTHEANNERDMIDDLETOWNAVE,Fatal,RANOFFROAD
309,903171144,Driver,M,25-34Years,['25-34Years'],97,06/16/2018,SATURDAY,JUN,03:38:00 AM,1,1,39.858336,-86.174192,1.0,35.0,TwoLanes(TwoWay),58THSTKESSLERBOULEVARDWDR,Fatal,LEFTOFCENTER
310,903114917,Driver,F,75-84Years,['75-84Years'],97,03/08/2018,THURSDAY,MAR,03:50:00 PM,0,1,39.66222,-86.17771,1.0,5.0,PrivateDrive,AMESBURYCT,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
311,903133221,Driver,M,35-44Years,['35-44Years'],97,04/14/2018,SATURDAY,APR,06:12:00 PM,0,1,39.718047999999996,-86.147808,2.0,40.0,Multi-LaneUndivided2-wayleft(TwoWay),3200MADISONAVEEMURRYST,Fatal,FAILURETOYIELDRIGHTOFWAY
312,903187795,Driver,M,25-34Years,['25-34Years'],97,07/18/2018,WEDNESDAY,JUL,10:15:00 AM,0,1,39.69214127,-86.30748,2.0,30.0,TwoLanes(TwoWay),SANSAPLTROTTERRD,Fatal,RANOFFROAD
