Index,CrashID,Gender,Age,County,Date,Day,Month,Time,PM_AM,Injured,Deaths,Latitude,Longitude,Weather,Speed_Limit,Injury_Status,Cause
35,903223708,F,>=85Years,97,9/14/2018,FRIDAY,SEP,11:49,AM,2,1,39.68132585,-86.26170115,1,35,Fatal,RANOFFROAD
36,903175664,F,35-44Years,97,6/24/2018,SUNDAY,JUN,8:11,PM,1,1,39.812448,-86.219984,1,35,Fatal,RANOFFROAD
37,903260254,F,75-84Years,57,11/12/2018,MONDAY,NOV,10:41,AM,0,2,39.94711179,-86.18408926,2,40,Fatal,RANOFFROAD
38,903137052,M,25-34Years,97,4/4/2018,WEDNESDAY,APR,7:14,PM,5,1,39.757855,-86.063755,1,35,Fatal,UNSAFESPEED
39,903123266,M,25-34Years,97,3/26/2018,MONDAY,MAR,10:47,AM,0,1,39.85008,-86.161584,2,30,Fatal,FAILURETOYIELDRIGHTOFWAY
40,903235421,M,55-64Years,57,10/3/2018,WEDNESDAY,OCT,1:57,PM,0,1,40.00157653,-85.9363936,1,15,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
41,903180826,M,35-44Years,97,6/29/2018,FRIDAY,JUN,10:59,PM,2,1,39.797536,-86.18752,1,30,Fatal,RANOFFROAD
42,903260561,M,65-74Years,97,11/1/2018,THURSDAY,NOV,1:45,PM,1,1,39.64944,-86.167792,2,25,Fatal,DISREGARDSIGNAL/REGSIGN
43,903231859,M,45-54Years,97,9/22/2018,SATURDAY,SEP,6:13,AM,0,1,39.635344,-86.126688,1,45,Fatal,FAILURETOYIELDRIGHTOFWAY
44,903202997,M,55-64Years,97,8/10/2018,FRIDAY,AUG,4:05,PM,0,1,39.90456068,-86.04605278,1,55,Fatal,DRIVERILLNESS
45,903115565,F,>=85Years,97,3/8/2018,THURSDAY,MAR,10:03,AM,0,1,39.695248,-86.04448,1,35,Fatal,DRIVERILLNESS
46,903115565,F,>=85Years,97,3/8/2018,THURSDAY,MAR,10:03,AM,0,1,39.695248,-86.04448,1,35,Fatal,DRIVERILLNESS
47,903182742,M,45-54Years,97,7/6/2018,FRIDAY,JUL,6:04,AM,0,1,39.75373352,-86.16054991,1,40,Fatal,RANOFFROAD
48,903226709,M,25-34Years,97,5/28/2018,MONDAY,MAY,8:48,AM,0,1,39.77167186,-86.04950236,1,40,Fatal,UNSAFESPEED
49,903246626,M,25-34Years,97,10/24/2018,WEDNESDAY,OCT,1:37,PM,1,1,39.74995432,-86.23226485,1,50,Fatal,UNSAFELANEMOVEMENT
50,903146310,M,65-74Years,97,5/4/2018,FRIDAY,MAY,9:45,AM,0,1,39.700225,-86.25870979,1,30,Fatal,UNSAFESPEED
51,903076499,F,15-24Years,57,1/4/2018,THURSDAY,JAN,5:40,AM,0,1,39.93028752,-86.1495996,2,55,Fatal,WRONGWAYONONEWAY
52,903153959,M,65-74Years,97,5/11/2018,FRIDAY,MAY,4:05,PM,0,1,39.70006366,-86.17047085,1,55,Fatal,FOLLOWINGTOOCLOSELY
53,903264221,M,45-54Years,97,11/19/2018,MONDAY,NOV,11:27,PM,0,1,39.80415707,-86.27517857,1,55,Fatal,FOLLOWINGTOOCLOSELY
54,903202569,F,25-34Years,97,7/27/2018,FRIDAY,JUL,5:27,PM,2,1,39.781456,-86.0832,1,35,Fatal,IMPROPERPASSING
55,903264480,M,65-74Years,97,11/3/2018,SATURDAY,NOV,2:02,AM,0,1,39.80752606,-86.27894409,1,45,Fatal,UNSAFELANEMOVEMENT
56,903160956,M,45-54Years,97,5/23/2018,WEDNESDAY,MAY,2:28,AM,0,1,39.825744,-86.075136,1,40,Fatal,RANOFFROAD
57,903282073,M,35-44Years,97,12/2/2018,SUNDAY,DEC,3:19,AM,0,1,39.825776,-86.07848,1,35,Fatal,OVERCORRECTING/OVERSTEERING
58,903230338,M,55-64Years,97,9/21/2018,FRIDAY,SEP,10:56,AM,1,1,39.68182676,-86.13272316,1,35,Fatal,LEFTOFCENTER
59,903105880,M,15-24Years,97,2/20/2018,TUESDAY,FEB,3:13,AM,0,1,39.78901689,-86.19517613,2,35,Fatal,UNSAFESPEED
60,903218355,M,35-44Years,97,9/9/2018,SUNDAY,SEP,11:39,PM,2,1,39.6142395,-86.10222,3,40,Fatal,UNSAFESPEED
61,903227017,M,35-44Years,97,9/14/2018,FRIDAY,SEP,12:53,PM,0,1,39.698496,-86.265184,1,45,Fatal,FAILURETOYIELDRIGHTOFWAY
62,903209563,M,45-54Years,97,8/23/2018,THURSDAY,AUG,9:06,PM,0,1,39.81832,-86.045616,1,45,Fatal,FAILURETOYIELDRIGHTOFWAY
63,903088011,F,35-44Years,97,1/23/2018,TUESDAY,JAN,5:16,PM,0,1,39.66879274,-86.06348977,3,40,Fatal,LEFTOFCENTER
64,903204331,M,45-54Years,97,7/25/2018,WEDNESDAY,JUL,5:27,AM,0,1,39.798144,-86.06424,1,35,Fatal,RANOFFROAD
65,903235674,F,25-34Years,97,9/29/2018,SATURDAY,SEP,6:52,PM,2,1,39.83995745,-86.09790603,1,45,Fatal,LEFTOFCENTER
66,903151643,M,35-44Years,97,5/12/2018,SATURDAY,MAY,2:46,AM,0,1,39.804096,-86.161312,1,35,Fatal,RANOFFROAD
67,903207078,M,25-34Years,97,8/18/2018,SATURDAY,AUG,2:14,PM,0,1,39.89672,-86.24098,1,40,Fatal,UNSAFELANEMOVEMENT
68,903070595,M,55-64Years,97,1/1/2018,MONDAY,JAN,6:00,AM,0,1,39.85864,-86.004784,1,30,Fatal,RANOFFROAD
69,903104450,F,25-34Years,97,1/13/2018,SATURDAY,JAN,11:00,PM,0,1,39.650144,-86.11613395,1,35,Fatal,RANOFFROAD
70,903209554,M,25-34Years,97,8/22/2018,WEDNESDAY,AUG,9:56,PM,0,1,39.69484653,-86.26946458,1,20,Fatal,RANOFFROAD
71,903160957,M,55-64Years,97,5/25/2018,FRIDAY,MAY,8:41,PM,1,1,39.832848,-86.08208,1,30,Fatal,RANOFFROAD
72,903249681,M,25-34Years,97,10/11/2018,THURSDAY,OCT,4:28,AM,0,1,39.79379724,-86.326688,1,35,Fatal,OVERCORRECTING/OVERSTEERING
73,903096629,M,45-54Years,97,2/7/2018,WEDNESDAY,FEB,12:35,PM,0,1,39.76886155,-86.30808364,2,40,Fatal,RANOFFROAD
74,903194487,M,25-34Years,97,7/2/2018,MONDAY,JUL,12:23,AM,0,1,39.69949849,-86.24106538,1,30,Fatal,RANOFFROAD
75,903174508,M,45-54Years,97,4/13/2018,FRIDAY,APR,1:53,AM,0,1,39.84104,-85.972176,1,45,Fatal,RANOFFROAD
76,903228780,M,15-24Years,97,9/19/2018,WEDNESDAY,SEP,12:30,AM,0,2,39.84148,-85.97225,1,50,Fatal,UNSAFESPEED
77,903260254,M,75-84Years,57,11/12/2018,MONDAY,NOV,10:41,AM,0,2,39.94711179,-86.18408926,2,40,Fatal,RANOFFROAD
78,903108047,M,25-34Years,57,2/25/2018,SUNDAY,FEB,8:44,PM,1,1,39.92688,-86.11922708,1,35,Fatal,UNSAFESPEED
79,903115564,F,65-74Years,57,2/27/2018,TUESDAY,FEB,4:30,AM,0,1,40.00230169,-86.10858815,1,10,Fatal,RANOFFROAD
80,903094402,M,35-44Years,97,2/4/2018,SUNDAY,FEB,2:56,AM,2,2,39.84024,-86.03288,1,45,Fatal,UNSAFESPEED
81,903262604,M,45-54Years,97,11/18/2018,SUNDAY,NOV,5:50,AM,0,1,39.90154928,-85.97277479,1,35,Fatal,SPEEDTOOFASTFORWEATHERCONDITIONS
