Index,CrashID,Role,Gender,Age,County,Date,Day,Month,Time,PM_AM,Injured,Deaths,Latitude,Longitude,Weather,Speed_Limit,Road_Type,Road_Name,Injury_Status,Cause
70,903209554,Driver,M,25-34Years,97,8/22/2018,WEDNESDAY,AUG,9:56,PM,0,1,39.69484653,-86.26946458,1,20,TwoLanes(TwoWay),HIGHSCHOOLRDKENTUCKYAVE,Fatal,RANOFFROAD
71,903160957,Driver,M,55-64Years,97,5/25/2018,FRIDAY,MAY,8:41,PM,1,1,39.832848,-86.08208,1,30,TwoLanes(TwoWay),42NDSTGRANDAVE,Fatal,RANOFFROAD
72,903249681,Driver,M,25-34Years,97,10/11/2018,THURSDAY,OCT,4:28,AM,0,1,39.79379724,-86.326688,1,35,TwoLanes(TwoWay),21STSTRACEWAYRD,Fatal,OVERCORRECTING/OVERSTEERING
73,903096629,Driver,M,45-54Years,97,2/7/2018,WEDNESDAY,FEB,12:35,PM,0,1,39.76886155,-86.30808364,2,40,TwoLanes(TwoWay),COUNTRYCLUBRDMEGANWOODDR,Fatal,RANOFFROAD
74,903194487,Driver,M,25-34Years,97,7/2/2018,MONDAY,JUL,12:23,AM,0,1,39.69949849,-86.24106538,1,30,TwoLanes(TwoWay),MANNRDSUPERIORRD,Fatal,RANOFFROAD
75,903174508,Driver,M,45-54Years,97,4/13/2018,FRIDAY,APR,1:53,AM,0,1,39.84104,-85.972176,1,45,TwoLanes(TwoWay),46THSTGERMANCHURCHRD,Fatal,RANOFFROAD
76,903228780,Driver,M,15-24Years,97,9/19/2018,WEDNESDAY,SEP,12:30,AM,0,2,39.84148,-85.97225,1,50,TwoLanes(TwoWay),46THSTGERMANCHURCHRD,Fatal,UNSAFESPEED
77,903260254,Driver,M,75-84Years,57,11/12/2018,MONDAY,NOV,10:41,AM,0,2,39.94711179,-86.18408926,2,40,TwoLanes(TwoWay),DITCHRDPRESTONTRL,Fatal,RANOFFROAD
78,903108047,Driver,M,25-34Years,57,2/25/2018,SUNDAY,FEB,8:44,PM,1,1,39.92688,-86.11922708,1,35,TwoLanes(TwoWay),E96THSTWILDCHERRYLN,Fatal,UNSAFESPEED
79,903115564,Driver,F,65-74Years,57,2/27/2018,TUESDAY,FEB,4:30,AM,0,1,40.00230169,-86.10858815,1,10,PrivateDrive,CAREYRD,Fatal,RANOFFROAD
80,903094402,Driver,M,35-44Years,97,2/4/2018,SUNDAY,FEB,2:56,AM,2,2,39.84024,-86.03288,1,45,TwoLanes(TwoWay),E46THSTPAYTONAVE,Fatal,UNSAFESPEED
81,903262604,Driver,M,45-54Years,97,11/18/2018,SUNDAY,NOV,5:50,AM,0,1,39.90154928,-85.97277479,1,35,TwoLanes(TwoWay),FOXRDPENNYCROFTRD,Fatal,SPEEDTOOFASTFORWEATHERCONDITIONS
82,903185473,Driver,M,45-54Years,97,7/15/2018,SUNDAY,JUL,7:57,PM,0,1,39.74623345,-86.06719968,1,30,TwoLanes(TwoWay),ARLINGTONAVEMINNESOTAST,Fatal,RANOFFROAD
83,903285364,Driver,M,15-24Years,57,12/21/2018,FRIDAY,DEC,10:39,PM,1,1,40.12798,-85.96312,2,50,TwoLanes(TwoWay),JOYCEAVESTRAWTOWNRD,Fatal,RANOFFROAD
84,903285668,Driver,M,15-24Years,97,12/21/2018,FRIDAY,DEC,10:25,AM,0,1,39.83435,-85.98772,1,35,Multi-LaneDivided3ormore(TwoWay),ARISTOCRATLNPINENEEDLECT,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
85,903299700,Driver,M,15-24Years,97,10/21/2018,SUNDAY,OCT,8:58,PM,0,1,39.86368,-86.173904,1,35,TwoLanes(TwoWay),FOXHILLDRHOOVERRD,Fatal,RANOFFROAD
86,903194885,Driver,M,35-44Years,57,8/2/2018,THURSDAY,AUG,2:39,AM,1,1,40.05669422,-85.88960077,1,50,TwoLanes(TwoWay),CYNTHEANNERDMIDDLETOWNAVE,Fatal,RANOFFROAD
87,903171144,Driver,M,25-34Years,97,6/16/2018,SATURDAY,JUN,3:38,AM,1,1,39.858336,-86.174192,1,35,TwoLanes(TwoWay),58THSTKESSLERBOULEVARDWDR,Fatal,LEFTOFCENTER
88,903114917,Driver,F,75-84Years,97,3/8/2018,THURSDAY,MAR,3:50,PM,0,1,39.66222,-86.17771,1,5,PrivateDrive,AMESBURYCT,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
89,903133221,Driver,M,35-44Years,97,4/14/2018,SATURDAY,APR,6:12,PM,0,1,39.718048,-86.147808,2,40,Multi-LaneUndivided2-wayleft(TwoWay),3200MADISONAVEEMURRYST,Fatal,FAILURETOYIELDRIGHTOFWAY
90,903187795,Driver,M,25-34Years,97,7/18/2018,WEDNESDAY,JUL,10:15,AM,0,1,39.69214127,-86.30748,2,30,TwoLanes(TwoWay),SANSAPLTROTTERRD,Fatal,RANOFFROAD
91,902951524,Driver,M,15-24Years,97,6/14/2017,WEDNESDAY,JUN,10:38,PM,8,1,39.85254331,-86.2825368,3,40,TwoLanes(TwoWay),56THSTLONGWOODSDR,Fatal,LEFTOFCENTER
92,902899219,Driver,M,25-34Years,97,3/30/2017,THURSDAY,MAR,6:29,PM,2,1,39.86842266,-86.04558881,3,45,Multi-LaneUndivided(TwoWay),FALLCREEKPKWYSHADELANDAVE,Fatal,SPEEDTOOFASTFORWEATHERCONDITIONS
93,903053957,Injured,F,25-34Years,97,11/30/2017,THURSDAY,NOV,6:35,AM,0,2,39.84678496,-85.99143149,1,35,TwoLanes(TwoWay),25THSTMITTHOEFERRD,Fatal,RANOFFROAD
94,903033133,Driver,M,25-34Years,97,10/27/2017,FRIDAY,OCT,5:25,AM,1,1,39.69915674,-86.10691511,1,55,TwoLanes(TwoWay),I65S105.7,Fatal,UNSAFESPEED
95,902899503,Injured,F,5-14Years,97,4/1/2017,SATURDAY,APR,3:03,PM,1,1,39.8027287,-86.03246218,1,55,Multi-LaneDivided3ormore(TwoWay),I465N43.5,Fatal,UNSAFELANEMOVEMENT
96,902921533,Injured,M,15-24Years,97,4/18/2017,TUESDAY,APR,9:18,PM,3,2,39.75602631,-86.19187087,1,50,nan,I7078.3,Fatal,UNSAFESPEED
97,902928040,Driver,F,45-54Years,57,5/21/2017,SUNDAY,MAY,7:13,PM,2,1,40.000448,-86.089744,1,45,nan,146STGRAYRD,Fatal,LEFTOFCENTER
98,902852563,Injured,M,25-34Years,97,1/5/2017,THURSDAY,JAN,3:49,AM,1,1,39.804048,-86.210736,4,30,TwoLanes(TwoWay),KESSLERBOULEVARDNDRROBERTADR,Fatal,SPEEDTOOFASTFORWEATHERCONDITIONS
99,902956689,Injured,F,75-84Years,97,7/4/2017,TUESDAY,JUL,11:25,AM,2,1,39.785344,-85.99008,1,35,TwoLanes(TwoWay),12THSTMITTHOEFERRD,Fatal,LEFTOFCENTER
100,902864175,Driver,F,45-54Years,97,1/20/2017,FRIDAY,JAN,9:00,AM,0,1,39.70334741,-86.1080803,1,45,Multi-LaneDivided3ormore(TwoWay),I65N106.0,Fatal,"DRIVERDISTRACTED,EXPLAININNARRATIVE"
101,902885597,Driver,M,>=85Years,97,3/7/2017,TUESDAY,MAR,6:22,PM,1,1,39.759808,-86.226416,1,30,TwoLanes(TwoWay),MCCLURESTWASHINGTONST,Fatal,FAILURETOYIELDRIGHTOFWAY
102,902916091,Driver,F,75-84Years,97,4/28/2017,FRIDAY,APR,7:38,PM,1,1,39.853536,-85.991376,3,35,nan,MITTHOEFFERRDUS36E,Fatal,FAILURETOYIELDRIGHTOFWAY
103,903015439,Injured,F,5-14Years,97,10/13/2017,FRIDAY,OCT,12:15,PM,0,1,39.90467691,-86.06961735,1,55,nan,I465E35.8,Fatal,UNSAFESPEED
104,902877863,Driver,M,65-74Years,97,2/13/2017,MONDAY,FEB,2:25,AM,0,1,39.92397885,-86.20774815,1,55,nan,I465E27.9,Fatal,UNSAFESPEED
105,902977424,Injured,F,25-34Years,97,8/5/2017,SATURDAY,AUG,5:28,AM,0,2,39.70176013,-86.16331781,1,55,nan,I465W3.0,Fatal,RANOFFROAD
106,902950375,Driver,F,35-44Years,97,6/19/2017,MONDAY,JUN,10:12,AM,4,1,39.71618178,-86.05332995,1,55,nan,I465S49.9,Fatal,TIREFAILUREORDEFECTIVE
107,902964730,Driver,M,35-44Years,97,7/18/2017,TUESDAY,JUL,7:20,PM,0,1,39.845584,-86.256208,1,35,Multi-LaneUndivided2-wayleft(TwoWay),52NDSTLAFAYETTERD,Fatal,FAILURETOYIELDRIGHTOFWAY
108,902888887,Driver,M,55-64Years,97,3/13/2017,MONDAY,MAR,5:17,PM,0,1,39.826,-86.016464,4,35,Multi-LaneDivided3ormore(TwoWay),38THSTDUBARRYRD,Fatal,FAILURETOYIELDRIGHTOFWAY
109,903045763,Injured,F,45-54Years,97,11/24/2017,FRIDAY,NOV,7:06,PM,3,1,39.6523293,-86.15844052,1,45,Multi-LaneUndivided(TwoWay),MERIDIANSTSTOP11RD,Fatal,FAILURETOYIELDRIGHTOFWAY
110,903015267,Injured,M,65-74Years,97,10/7/2017,SATURDAY,OCT,5:17,PM,4,2,39.721072,-86.038688,2,40,TwoLanes(TwoWay),KERCHEVALDRSOUTHEASTERNAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
111,903015267,Driver,F,65-74Years,97,10/7/2017,SATURDAY,OCT,5:17,PM,4,2,39.721072,-86.038688,2,40,TwoLanes(TwoWay),KERCHEVALDRSOUTHEASTERNAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
112,902856002,Injured,F,25-34Years,97,1/7/2017,SATURDAY,JAN,11:55,PM,0,1,39.78584,-86.168512,2,30,Multi-LaneUndivided(TwoWay),DRMARTINLUTHERKINGJRSTRANSOMST,Fatal,nan
113,903015266,Injured,F,25-34Years,97,9/28/2017,THURSDAY,SEP,2:30,PM,0,1,39.67180343,-86.14247771,1,10,PrivateDrive,EBANTARD,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
114,902852562,Driver,F,55-64Years,97,1/4/2017,WEDNESDAY,JAN,6:46,PM,0,1,39.727056,-86.049312,2,40,TwoLanes(TwoWay),HUNTERRDSOUTHEASTERNAVE,Fatal,DISREGARDSIGNAL/REGSIGN
115,902912231,Injured,F,15-24Years,97,4/22/2017,SATURDAY,APR,11:59,PM,2,1,39.81624,-86.255792,1,35,Multi-LaneUndivided(TwoWay),34THSTMOLLERRD,Fatal,UNSAFESPEED
116,902954056,Driver,M,25-34Years,57,7/1/2017,SATURDAY,JUL,10:09,PM,0,1,40.14603573,-86.22325634,1,45,TwoLanes(TwoWay),JERKWATERRDLAFAYETTERD,Fatal,HEADLIGHTDEFECTIVEORNOTON
117,902907210,Injured,M,15-24Years,97,4/15/2017,SATURDAY,APR,11:24,PM,3,1,39.777264,-86.110736,1,30,TwoLanes(TwoWay),DEARBORNSTSTCLAIREST,Fatal,FAILURETOYIELDRIGHTOFWAY
118,902868031,Driver,M,35-44Years,97,2/2/2017,THURSDAY,FEB,12:42,PM,2,1,39.840336,-86.071984,1,35,Multi-LaneUndivided(TwoWay),46THSTLESLEYAVE,Fatal,RANOFFROAD
119,902953508,Driver,M,15-24Years,97,6/23/2017,FRIDAY,JUN,3:02,PM,1,1,39.663552,-86.196352,2,35,Multi-LaneUndivided2-wayleft(TwoWay),SOUTHPORTRDSR37N,Fatal,DISREGARDSIGNAL/REGSIGN
120,902893417,Driver,M,45-54Years,97,3/17/2017,FRIDAY,MAR,12:52,PM,1,1,39.76386944,-86.30727253,1,45,Multi-LaneDivided3ormore(TwoWay),COUNTRYCLUBRDROCKVILLERD,Fatal,FOLLOWINGTOOCLOSELY
121,902951083,Driver,F,45-54Years,97,6/24/2017,SATURDAY,JUN,10:25,PM,0,1,39.659689,-86.08093128,1,65,nan,I65N102.5,Fatal,RANOFFROAD
122,903056600,Driver,M,15-24Years,97,12/9/2017,SATURDAY,DEC,4:47,AM,0,1,39.72631013,-86.04685355,1,55,nan,I465N49.1,Fatal,UNSAFELANEMOVEMENT
123,902974734,Driver,M,35-44Years,97,8/7/2017,MONDAY,AUG,3:20,PM,0,1,39.75787281,-86.02912989,1,55,nan,I465N46.7,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
124,903062619,Driver,M,25-34Years,97,12/19/2017,TUESDAY,DEC,1:10,PM,0,1,39.82726358,-86.27563878,1,55,nan,I465N17.3,Fatal,UNSAFELANEMOVEMENT
125,903065964,Driver,M,35-44Years,97,12/21/2017,THURSDAY,DEC,1:47,AM,0,1,39.69842419,-86.13944022,1,55,nan,I465E1.7,Fatal,RANOFFROAD
126,902977424,Driver,M,15-24Years,97,8/5/2017,SATURDAY,AUG,5:28,AM,0,2,39.70176013,-86.16331781,1,55,nan,I465W3.0,Fatal,RANOFFROAD
127,902972896,Driver,M,35-44Years,97,7/31/2017,MONDAY,JUL,5:21,AM,0,1,39.90281969,-86.0667194,1,55,nan,I465W36.0,Fatal,UNSAFELANEMOVEMENT
128,902921533,Driver,F,15-24Years,97,4/18/2017,TUESDAY,APR,9:18,PM,3,2,39.75602631,-86.19187087,1,50,nan,I7078.3,Fatal,UNSAFESPEED
129,902946877,Driver,M,35-44Years,97,6/14/2017,WEDNESDAY,JUN,11:27,AM,0,1,39.794048,-86.08328,1,35,Multi-LaneUndivided(TwoWay),20THSTEMERSONAVE,Fatal,DRIVERILLNESS
130,902925030,Driver,M,45-54Years,97,5/13/2017,SATURDAY,MAY,2:45,AM,0,1,39.810832,-86.08883607,1,35,Multi-LaneUndivided(TwoWay),30THSTALUMINUMDR,Fatal,IMPROPERLANEUSAGE
131,902896431,Driver,M,65-74Years,97,3/24/2017,FRIDAY,MAR,3:17,PM,3,1,39.8101,-86.16732,1,40,Multi-LaneDivided3ormore(TwoWay),30THSTOLD30THST,Fatal,FAILURETOYIELDRIGHTOFWAY
132,902975334,Driver,M,55-64Years,97,8/5/2017,SATURDAY,AUG,1:40,PM,0,1,39.81045817,-86.13833251,1,40,Multi-LaneUndivided(TwoWay),30THSTWINTHROPAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
133,902999829,Driver,M,45-54Years,97,9/16/2017,SATURDAY,SEP,1:29,PM,0,1,39.81104648,-86.02901435,1,35,TwoLanes(TwoWay),30THSTHUBERST,Fatal,RANOFFROAD
134,902939285,Driver,M,15-24Years,97,5/31/2017,WEDNESDAY,MAY,4:40,PM,0,1,39.911344,-86.226896,1,40,Multi-LaneDivided3ormore(TwoWay),86THSTPAYNERD,Fatal,UNSAFESPEED
135,903053957,Driver,M,35-44Years,97,11/30/2017,THURSDAY,NOV,6:35,AM,0,2,39.84678496,-85.99143149,1,35,TwoLanes(TwoWay),25THSTMITTHOEFERRD,Fatal,RANOFFROAD
136,903022034,Driver,M,15-24Years,97,10/16/2017,MONDAY,OCT,4:54,PM,0,1,39.69327107,-86.14871847,1,40,Multi-LaneDivided3ormore(TwoWay),EASTSTPOWELLST,Fatal,RANOFFROAD
137,902884820,Driver,F,15-24Years,97,3/6/2017,MONDAY,MAR,7:10,AM,0,1,39.73204007,-86.20193398,2,45,Multi-LaneUndivided(TwoWay),KENTUCKYAVERAYMONDST,Fatal,OVERCORRECTING/OVERSTEERING
138,903007389,Driver,M,55-64Years,57,10/1/2017,SUNDAY,OCT,8:23,PM,1,1,40.077808,-86.090304,1,55,TwoLanes(TwoWay),MOONTOWNRDSR38,Fatal,FAILURETOYIELDRIGHTOFWAY
139,902970580,Driver,M,35-44Years,97,7/26/2017,WEDNESDAY,JUL,12:04,AM,0,1,39.876144,-86.035488,1,35,TwoLanes(TwoWay),65THSTFALLCREEKRD,Fatal,OVERCORRECTING/OVERSTEERING
140,902970581,Driver,M,55-64Years,97,7/27/2017,THURSDAY,JUL,1:41,PM,0,1,39.84023,-86.113105,1,40,Multi-LaneUndivided(TwoWay),46THSTBINFORDBLVD,Fatal,FAILURETOYIELDRIGHTOFWAY
141,902976985,Driver,M,35-44Years,97,8/9/2017,WEDNESDAY,AUG,11:39,PM,0,1,39.853344,-86.199184,1,40,TwoLanes(TwoWay),56THSTKESSLERBLVD,Fatal,RANOFFROAD
142,902934692,Driver,F,55-64Years,97,5/30/2017,TUESDAY,MAY,10:00,AM,0,1,39.807968,-86.187488,2,30,TwoLanes(TwoWay),29THSTHARDINGST,Fatal,DISREGARDSIGNAL/REGSIGN
143,902969093,Driver,M,25-34Years,97,7/27/2017,THURSDAY,JUL,6:33,AM,0,1,39.86864,-86.074288,2,30,TwoLanes(TwoWay),62NDSTKNYGHTONRD,Fatal,DISREGARDSIGNAL/REGSIGN
144,902903856,Driver,M,15-24Years,97,4/7/2017,FRIDAY,APR,8:06,PM,0,1,39.80122224,-86.30862129,1,20,TwoLanes(TwoWay),COUNTRYCLUBRDSUNNINGDALEBLVD,Fatal,OVERCORRECTING/OVERSTEERING
145,903009841,Driver,M,25-34Years,97,10/1/2017,SUNDAY,OCT,2:43,AM,1,1,39.72324,-86.11592,1,35,TwoLanes(TwoWay),RURALSTTROYAVE,Fatal,RANOFFROAD
146,902958926,Driver,M,35-44Years,97,7/8/2017,SATURDAY,JUL,11:33,PM,1,1,39.816565,-86.25601,1,40,Multi-LaneUndivided(TwoWay),MOLLERRDW34THST,Fatal,LEFTOFCENTER
147,902938836,Driver,M,65-74Years,97,6/7/2017,WEDNESDAY,JUN,6:33,AM,1,1,39.787408,-86.234784,1,35,Multi-LaneDivided3ormore(TwoWay),POLCOSTW16THST,Fatal,LEFTOFCENTER
148,902853983,Driver,F,35-44Years,57,1/8/2017,SUNDAY,JAN,2:48,AM,1,1,39.926704,-86.094272,1,35,Multi-LaneUndivided(TwoWay),E96THSTKNIGHTSBRIDGEBLVD,Fatal,FAILURETOYIELDRIGHTOFWAY
149,902989553,Driver,M,45-54Years,57,9/1/2017,FRIDAY,SEP,3:17,PM,0,1,40.15915813,-85.939536,2,55,TwoLanes(TwoWay),256THSTSR213,Fatal,LEFTOFCENTER
150,903057935,Driver,M,35-44Years,97,12/10/2017,SUNDAY,DEC,6:55,PM,0,1,39.86766221,-86.18835637,1,30,TwoLanes(TwoWay),62NDSTGRANDVIEWDR,Fatal,RANOFFROAD
151,902907990,Driver,M,25-34Years,57,4/18/2017,TUESDAY,APR,3:00,PM,0,1,40.13338364,-85.8839349,1,50,TwoLanes(TwoWay),CYNTHEANNERDSTRAWTOWNAVE,Fatal,UNSAFESPEED
152,903009123,Driver,F,15-24Years,57,10/4/2017,WEDNESDAY,OCT,6:50,AM,1,1,40.12728743,-85.91172404,2,55,TwoLanes(TwoWay),PRAIRIEBAPTISTRDSTRAWTOWNAVE,Fatal,LEFTOFCENTER
153,902973297,Driver,F,55-64Years,97,7/31/2017,MONDAY,JUL,4:55,PM,0,1,39.72092,-86.23372,1,25,PrivateDrive,LYONSAVE,Fatal,RANOFFROAD
154,902995599,Driver,M,15-24Years,97,9/9/2017,SATURDAY,SEP,9:05,PM,0,1,39.83067,-86.26542,1,30,TwoLanes(TwoWay),NVINEWOODAVE,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
155,902888947,Driver,M,25-34Years,97,3/9/2017,THURSDAY,MAR,5:10,PM,1,1,39.833472,-86.211712,2,40,TwoLanes(TwoWay),KESSLERBOULEVARDNDRSYLVANRD,Fatal,LEFTOFCENTER
156,902884279,Driver,M,15-24Years,97,3/3/2017,FRIDAY,MAR,11:46,PM,0,1,39.66044132,-86.29961049,1,30,TwoLanes(OneWay),CAMBYRDREYNOLDSRD,Fatal,RANOFFROAD
157,902873498,Driver,M,45-54Years,97,2/11/2017,SATURDAY,FEB,5:08,PM,0,1,39.77993635,-86.04042477,1,30,Multi-LaneUndivided(TwoWay),10THSTSHORTRIDGERD,Fatal,RANOFFROAD
158,903019661,Driver,M,35-44Years,97,9/30/2017,SATURDAY,SEP,4:50,PM,0,1,39.8006,-86.12908,1,10,PrivateDrive,EAST23RDST,Fatal,"OTHER(DRIVER),EXPLAININNARRATIVE"
159,902939871,Driver,M,45-54Years,97,6/1/2017,THURSDAY,JUN,9:36,PM,0,1,39.84366,-86.24165,1,40,Multi-LaneDivided3ormore(TwoWay),CLARKSONDRGEORGTOWNRD,Fatal,FAILURETOYIELDRIGHTOFWAY
160,902867275,Driver,M,55-64Years,97,1/22/2017,SUNDAY,JAN,3:11,PM,0,1,39.862256,-86.163888,1,35,Multi-LaneUndivided(TwoWay),KESSLERBLVDWDRSUNSETLN,Fatal,OVERCORRECTING/OVERSTEERING
161,903099553,Driver,F,45-54Years,97,12/31/2017,SUNDAY,DEC,8:23,PM,0,1,39.66088554,-86.08554623,2,20,TwoLanes(TwoWay),MCFARLANDBLVDSUNSCAPECIR,Fatal,RANOFFROAD
162,902948326,Driver,M,>=85Years,97,6/21/2017,WEDNESDAY,JUN,12:34,PM,1,1,39.78184,-86.016176,2,30,TwoLanes(TwoWay),10THSTGIBSONAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
163,902788598,Injured,F,45-54Years,97,2016.09.30,FRIDAY,SEP,11:49,PM,3,2,39.802144,-86.121584,2,35,Multi-LaneUndivided(TwoWay),24THSTKEYSTONEAVE,Fatal,IMPROPERLANEUSAGE
164,902659937,Driver,M,45-54Years,97,2016.02.23,TUESDAY,FEB,7:01,PM,1,1,39.89038981,-86.15781001,2,45,Multi-LaneUndivided2-wayleft(TwoWay),75THSTMERIDIANST,Fatal,FAILURETOYIELDRIGHTOFWAY
165,902787307,Injured,M,35-44Years,97,2016.09.25,SUNDAY,SEP,2:15,AM,2,1,39.764464,-86.266912,1,40,Multi-LaneDivided3ormore(TwoWay),I465SROCKVILLERD,Fatal,FAILURETOYIELDRIGHTOFWAY
166,902685845,Injured,F,15-24Years,97,2016.03.26,SATURDAY,MAR,3:44,AM,3,2,39.828448,-86.043168,1,45,Multi-LaneUndivided(TwoWay),ELMHURSTDRPENDLETONPIKE,Fatal,DISREGARDSIGNAL/REGSIGN
167,902674617,Injured,M,25-34Years,97,2016.03.22,TUESDAY,MAR,10:13,PM,1,1,39.749734,-86.240259,2,35,Multi-LaneUndivided(TwoWay),MORRISSTWESTST,Fatal,DISREGARDSIGNAL/REGSIGN
168,902687104,Driver,F,45-54Years,57,2016.04.15,FRIDAY,APR,8:53,AM,2,1,40.085456,-86.222384,1,50,TwoLanes(TwoWay),206STMULEBARNRD,Fatal,FAILURETOYIELDRIGHTOFWAY
169,902692742,Driver,M,>=85Years,97,2016.04.23,SATURDAY,APR,8:40,AM,1,1,39.896944,-86.215584,2,45,Multi-LaneUndivided2-wayleft(TwoWay),79THSTMICHIGANRD,Fatal,DRIVERILLNESS
170,902648133,Injured,F,15-24Years,97,2016.02.03,WEDNESDAY,FEB,5:37,AM,0,1,39.771904,-86.10088,1,30,Multi-Lanes(OneWay),BRADLEYAVENEWYORKST,Fatal,OVERCORRECTING/OVERSTEERING
171,902648133,Injured,F,15-24Years,97,2016.02.03,WEDNESDAY,FEB,5:37,AM,0,1,39.771904,-86.10088,1,30,Multi-Lanes(OneWay),BRADLEYAVENEWYORKST,Fatal,OVERCORRECTING/OVERSTEERING
172,902666292,Driver,M,15-24Years,97,2016.03.04,FRIDAY,MAR,9:03,PM,1,1,39.91972983,-86.15379005,2,35,TwoLanes(TwoWay),91STSTWASHINGTONBLVDWDR,Fatal,UNSAFESPEED
173,902670459,Injured,M,35-44Years,97,2016.03.11,FRIDAY,MAR,3:28,AM,1,1,39.71353531,-86.1377182,nan,30,TwoLanes(TwoWay),NORTONAVE,Fatal,OVERCORRECTING/OVERSTEERING
174,902636157,Driver,F,35-44Years,57,2016.01.23,SATURDAY,JAN,1:45,AM,0,1,39.97609938,-86.04219004,2,40,TwoLanes(TwoWay),160STCHERRYTREERD,Fatal,UNSAFESPEED
175,902672965,Driver,F,25-34Years,97,2016.03.19,SATURDAY,MAR,11:30,PM,0,1,39.75175425,-86.264451,1,55,nan,I465S12.0,Fatal,FOLLOWINGTOOCLOSELY
176,902867561,Injured,F,75-84Years,97,2016.12.16,FRIDAY,DEC,10:59,PM,0,1,39.70431575,-86.10834387,3,55,nan,I65N106.1,Fatal,SPEEDTOOFASTFORWEATHERCONDITIONS
177,902643867,Driver,M,55-64Years,57,2016.01.31,SUNDAY,JAN,9:05,AM,0,1,40.13258549,-85.93061356,1,55,TwoLanes(TwoWay),PENNINGTONRDSR37,Fatal,RANOFFROAD
178,902815168,Driver,F,45-54Years,57,2016.11.12,SATURDAY,NOV,7:58,AM,1,1,40.043104,-86.089936,1,40,TwoLanes(TwoWay),GRAYRDSR32,Fatal,DISREGARDSIGNAL/REGSIGN
179,902729775,Injured,F,55-64Years,97,2016.06.22,WEDNESDAY,JUN,1:29,PM,2,1,39.71167847,-86.27214572,2,55,nan,I70E72.5,Fatal,WRONGWAYONONEWAY
180,902667044,Injured,M,1-4Years,97,2016.03.08,TUESDAY,MAR,9:30,PM,4,2,39.848032,-86.002592,1,45,Multi-LaneDivided3ormore(TwoWay),E52NDSTUS36E,Fatal,LEFTOFCENTER
181,902667044,Driver,M,15-24Years,97,2016.03.08,TUESDAY,MAR,9:30,PM,4,2,39.848032,-86.002592,1,45,Multi-LaneDivided3ormore(TwoWay),E52NDSTUS36E,Fatal,LEFTOFCENTER
182,902818678,Driver,M,>=85Years,97,2016.11.14,MONDAY,NOV,1:45,PM,0,2,39.853536,-85.991376,1,45,nan,NMITTHOEFFERRDUS36E,Fatal,FAILURETOYIELDRIGHTOFWAY
183,902818678,Injured,F,>=85Years,97,2016.11.14,MONDAY,NOV,1:45,PM,0,2,39.853536,-85.991376,1,45,nan,NMITTHOEFFERRDUS36E,Fatal,FAILURETOYIELDRIGHTOFWAY
184,902797485,Injured,M,15-24Years,97,2016.10.12,WEDNESDAY,OCT,10:44,PM,2,1,39.77968,-86.256896,1,40,Multi-LaneUndivided(TwoWay),10THSTWHITCOMBAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
185,902809762,Driver,F,35-44Years,97,2016.10.31,MONDAY,OCT,4:51,PM,0,1,39.776496,-86.199456,1,30,TwoLanes(OneWay),PERSHINGAVEWALNUTST,Fatal,DISREGARDSIGNAL/REGSIGN
186,902678367,Driver,M,75-84Years,97,2016.03.30,WEDNESDAY,MAR,7:11,AM,1,1,39.648736,-86.121424,2,45,Multi-LaneUndivided2-wayleft(TwoWay),MADISONAVEWINCHESTERDR,Fatal,LEFTOFCENTER
187,902819395,Injured,M,35-44Years,97,2016.11.03,THURSDAY,NOV,1:05,AM,0,2,39.78894735,-86.159184,2,35,Multi-Lanes(OneWay),16THSTILLINOISST,Fatal,RANOFFROAD
188,902819395,Injured,M,35-44Years,97,2016.11.03,THURSDAY,NOV,1:05,AM,0,2,39.78894735,-86.159184,2,35,Multi-Lanes(OneWay),16THSTILLINOISST,Fatal,RANOFFROAD
189,902797487,Driver,F,55-64Years,97,2016.10.17,MONDAY,OCT,5:57,AM,1,1,39.85223782,-86.31503793,1,35,TwoLanes(TwoWay),56THSTPOTTERSPIKE,Fatal,LEFTOFCENTER
190,902675043,Injured,F,15-24Years,97,2016.03.21,MONDAY,MAR,8:49,PM,2,2,39.756736,-86.0088,1,35,TwoLanes(TwoWay),PLEASANTSTPOSTRD,Fatal,LEFTOFCENTER
191,902675043,Driver,M,15-24Years,97,2016.03.21,MONDAY,MAR,8:49,PM,2,2,39.756736,-86.0088,1,35,TwoLanes(TwoWay),PLEASANTSTPOSTRD,Fatal,LEFTOFCENTER
192,902816335,Driver,F,15-24Years,97,2016.11.12,SATURDAY,NOV,10:04,PM,3,1,39.771696,-86.112976,1,35,TwoLanes(OneWay),NEWYORKSTOAKLANDAVE,Fatal,FAILURETOYIELDRIGHTOFWAY
